_id,user_id,created_at,followers_count,friends_count,protected,location,verified,listed_count,favourites_count,statuses_count,default_profile,default_profile_picture,bot
goldkorn,14565991,Mon Apr 28 05:43:08 +0000 2008,179150,6090,0,1,1,1,366,13325,0,0,0
MPasset,196337898,Tue Sep 28 22:09:50 +0000 2010,3649,455,0,1,1,1,2407,8588,0,0,0
JordanJayson,18771176,Thu Jan 08 17:35:57 +0000 2009,2679,1690,0,1,1,1,282,6322,0,0,0
PeteSouza,821782476515409920,Wed Jan 18 18:13:05 +0000 2017,251123,209,0,1,1,1,5685,4106,1,0,0
jeramiedreyfuss,1521208898,Sun Jun 16 04:44:07 +0000 2013,3042,782,0,1,1,1,216869,28919,1,0,0
naomiyamamoto,27827813,Tue Mar 31 06:29:29 +0000 2009,7081,1792,0,1,1,1,7281,21638,0,0,0
MyCityLibrary,16185450,Mon Sep 08 15:02:06 +0000 2008,5138,1612,0,1,1,1,2377,10804,0,0,0
MartinOMalley,15824288,Tue Aug 12 16:19:25 +0000 2008,217832,2184,0,1,1,1,1430,14025,0,0,0
DesJarlaisTN04,235312723,Fri Jan 07 21:47:44 +0000 2011,18030,1787,0,0,1,0,2832,4791,0,0,0
SenGianaris,319785911,Sat Jun 18 18:52:38 +0000 2011,10852,610,0,1,1,1,2809,5492,1,0,0
MarkFieldUK,81857654,Mon Oct 12 14:44:57 +0000 2009,16847,289,0,1,1,1,173,2583,0,0,0
iamfonda,201923339,Tue Oct 12 22:53:43 +0000 2010,57307,1378,0,0,1,0,14388,26326,0,0,0
andylassner,23645988,Tue Mar 10 20:13:59 +0000 2009,376432,2059,0,1,1,1,105850,43722,0,0,0
MatthewLSiegel,17499936,Thu Nov 20 00:26:55 +0000 2008,960,617,0,1,1,1,4742,1907,0,0,0
MrRickyWhittle,78986763,Thu Oct 01 19:43:06 +0000 2009,386167,732,0,1,1,1,261,30065,0,0,0
KatePeople,318535212,Thu Jun 16 16:56:09 +0000 2011,13028,317,0,1,1,1,13209,9641,1,0,0
CharlyEdsitty,125862659,Wed Mar 24 03:08:29 +0000 2010,3233,1800,0,1,1,1,4302,11021,1,0,0
DLudwigMusic,22549433,Mon Mar 02 23:02:21 +0000 2009,4621,583,0,1,1,1,14219,12639,0,0,0
SusanWojcicki,15828408,Tue Aug 12 21:24:11 +0000 2008,240820,323,0,1,1,1,430,1150,1,0,0
AdamSessler,43170475,Thu May 28 18:53:32 +0000 2009,216528,632,0,1,1,1,6603,18691,0,0,0
ZackKopplin,439928778,Sun Dec 18 10:53:49 +0000 2011,9683,3198,0,1,1,1,3620,426,0,0,0
NFLPA,94141566,Wed Dec 02 18:11:11 +0000 2009,141615,3305,0,1,1,1,1868,5676,0,0,0
CameronWhitten,431308861,Thu Dec 08 04:25:18 +0000 2011,6331,2216,0,1,1,1,6620,14495,0,0,0
DumontPhoto,963047082,Wed Nov 21 20:41:33 +0000 2012,2119,784,0,1,1,1,2427,4424,0,0,0
mclyte,15122826,Sun Jun 15 06:15:12 +0000 2008,474759,533,0,1,1,1,1869,32215,0,0,0
Launerts,8624752,Mon Sep 03 14:30:06 +0000 2007,5413,2635,0,1,1,1,13984,43971,0,0,0
davidenrich,185270017,Tue Aug 31 16:02:38 +0000 2010,23325,690,0,1,1,1,6503,10491,0,0,0
ethanjsacks,36937588,Fri May 01 13:02:48 +0000 2009,3576,3037,0,1,1,1,29156,10808,1,0,0
timsilfies,176184325,Sun Aug 08 20:37:09 +0000 2010,538,815,0,1,1,1,415,590,1,0,0
havpost,164649491,Fri Jul 09 11:47:16 +0000 2010,2046,837,0,1,1,1,1140,3380,0,0,0
onwnshuda,580385556,Mon May 14 22:38:55 +0000 2012,1159,1983,0,1,1,1,677,8931,1,0,0
trufelman,1528307430,Tue Jun 18 17:21:29 +0000 2013,21006,5000,0,0,1,0,18344,9097,0,0,0
RealOmarNavarro,248113252,Sun Feb 06 08:19:25 +0000 2011,204429,19569,0,1,1,1,9908,7122,0,0,0
jczamora,14305753,Fri Apr 04 20:04:23 +0000 2008,6972,2274,0,1,1,1,67276,44046,0,0,0
ColdWarScience,939622147,Sat Nov 10 18:11:21 +0000 2012,9448,1948,0,1,1,1,18037,4926,0,0,0
LincolnCenter,31928507,Thu Apr 16 16:04:06 +0000 2009,104518,659,0,1,1,1,7787,12670,0,0,0
BarzeeFlores,889884434937200640,Tue Jul 25 16:25:57 +0000 2017,3108,454,0,1,0,1,2400,704,0,0,0
ZamTheWriter,19209801,Tue Jan 20 00:00:29 +0000 2009,2033,1892,0,1,1,1,13163,19274,0,0,0
DrDavidLey,1881534805,Thu Sep 19 01:38:41 +0000 2013,13180,912,0,1,1,1,30724,18708,0,0,0
TiffaniThiessen,38913318,Sat May 09 19:40:04 +0000 2009,369777,692,0,1,1,1,711,3637,0,0,0
GeovannyVicentR,394825507,Thu Oct 20 17:48:55 +0000 2011,6662,812,0,1,1,1,10778,20869,1,0,0
taylormomsen,44473103,Wed Jun 03 22:17:42 +0000 2009,920421,967,0,1,1,1,2337,7828,0,0,0
jasontrost,9594052,Mon Oct 22 09:17:03 +0000 2007,2650,503,0,1,1,1,272,2193,0,0,0
SHO_PR,38270283,Wed May 06 20:37:04 +0000 2009,23422,2542,0,1,1,1,28614,28327,0,0,0
Johnson4Dallas,43467353,Sat May 30 02:58:11 +0000 2009,18603,1838,0,1,1,1,8268,12873,0,0,0
KeithFaber,68271578,Mon Aug 24 00:00:11 +0000 2009,5185,442,0,1,1,1,574,1137,0,0,0
SUdelsonWSOC9,227545922,Fri Dec 17 03:29:26 +0000 2010,6064,696,0,1,1,1,5800,18287,1,0,0
gulf_news,20578408,Wed Feb 11 08:21:32 +0000 2009,891833,218,0,1,1,1,145,197950,0,0,0
deptoflabour,123179325,Mon Mar 15 07:37:12 +0000 2010,39942,138,0,1,1,1,258,30742,0,0,0
WilliamKMBC,247142787,Fri Feb 04 05:04:57 +0000 2011,1983,389,0,1,1,1,140,15657,0,0,0
JoshButler,60496760,Mon Jul 27 05:11:58 +0000 2009,19692,3289,0,1,1,1,40071,38278,0,0,0
WillieGarson,350961525,Mon Aug 08 15:44:57 +0000 2011,77491,358,0,0,1,0,13633,24668,1,0,0
francispouliot_,1643500784,Sat Aug 03 19:27:01 +0000 2013,47975,3228,0,1,1,1,18350,20257,1,0,0
ThinkingCAPpod,1202033305,Wed Feb 20 20:03:23 +0000 2013,2372,329,0,1,1,1,231,2739,0,0,0
mingoramirezjr,427652956,Sat Dec 03 20:09:47 +0000 2011,2277,459,0,1,1,1,457,52184,0,0,0
PhilJ,1142711,Wed Mar 14 07:13:41 +0000 2007,8666,6,0,1,1,1,4,45429,0,0,0
CookPolitical,191477653,Thu Sep 16 15:12:29 +0000 2010,108224,1706,0,1,1,1,54,3299,0,0,0
shaunrobinson,22109106,Fri Feb 27 04:51:51 +0000 2009,100257,820,0,1,1,1,214,39712,0,0,0
MacFarlaneNews,20280088,Fri Feb 06 22:54:40 +0000 2009,10429,881,0,1,1,1,11812,31400,0,0,0
romanovsun,210232192,Sat Oct 30 22:29:33 +0000 2010,7848,4538,0,1,1,1,13148,18420,0,0,0
IvancarrilloTV,89831415,Sat Nov 14 00:23:40 +0000 2009,5287,2400,0,1,1,1,2112,10076,0,0,0
abc7marccr,913664130,Tue Oct 30 01:56:03 +0000 2012,6581,968,0,1,1,1,14486,16542,0,0,0
terryterrones,49670748,Mon Jun 22 15:59:16 +0000 2009,4791,372,0,1,1,1,2932,20784,0,0,0
Verite,155694788,Mon Jun 14 21:15:46 +0000 2010,18492,582,0,1,1,1,30920,9081,0,0,0
connorratliff,116640323,Tue Feb 23 04:36:54 +0000 2010,10025,3066,0,1,1,1,13073,34228,0,0,0
WashNews,210957036,Mon Nov 01 22:13:12 +0000 2010,7086,816,0,1,1,1,4067,15168,0,0,0
UCCS,15461608,Thu Jul 17 00:02:07 +0000 2008,10402,432,0,1,1,1,7225,7851,0,0,0
holdentome,215394871,Sat Nov 13 20:31:43 +0000 2010,7035,419,0,1,1,1,2248,4529,0,0,0
KendraMeinert,119440018,Wed Mar 03 17:16:32 +0000 2010,2788,1970,0,1,1,1,2923,11135,0,0,0
mathitak,11810892,Thu Jan 03 19:51:32 +0000 2008,7124,673,0,1,1,1,14960,33851,1,0,0
NewsShelby,1155572084,Thu Feb 07 00:53:13 +0000 2013,3073,806,0,1,1,1,3352,12544,0,0,0
CoreyRadio,17235003,Fri Nov 07 17:42:38 +0000 2008,9333,7295,0,1,1,1,6236,74945,0,0,0
wunc,15729207,Mon Aug 04 23:06:03 +0000 2008,31488,330,0,1,1,1,1272,24309,0,0,0
SimonMoyaSmith,89788739,Fri Nov 13 20:45:39 +0000 2009,14966,3100,0,1,1,1,7913,10052,0,0,0
rivera,7274772,Thu Jul 05 18:59:54 +0000 2007,3228,1639,0,1,1,1,2640,4441,0,0,0
LinaEsco,863733457,Fri Oct 05 21:53:59 +0000 2012,9999,285,0,1,1,1,803,653,1,0,0
abcnews,2768501,Thu Mar 29 02:15:36 +0000 2007,1519919,1209,0,1,1,1,2800,277792,0,0,0
NewsJuan,257087249,Thu Feb 24 18:08:23 +0000 2011,5130,1114,0,1,1,1,9718,5412,1,0,0
Rasmussen_Poll,19553409,Mon Jan 26 19:59:05 +0000 2009,272183,173,0,1,1,1,17,23634,1,0,0
seawayband,349777789,Sat Aug 06 17:41:14 +0000 2011,33239,602,0,1,1,1,9011,12644,0,0,0
Harry_Stevens,73439531,Fri Sep 11 17:45:32 +0000 2009,3825,975,0,1,1,1,2379,5192,0,0,0
KirstySNP,2616215901,Tue Jun 17 04:41:49 +0000 2014,18140,2408,0,0,1,0,10952,14669,0,0,0
TrellaLB,45192838,Sat Jun 06 19:12:05 +0000 2009,80162,1990,0,1,1,1,9483,47743,0,0,0
AnnalynKurtz,216799530,Wed Nov 17 19:12:57 +0000 2010,8955,5602,0,1,1,1,641,7930,0,0,0
TwitterMedia,726960710,Mon Jul 30 22:12:58 +0000 2012,151228,56,0,1,1,1,304,441,0,0,0
MikeCairns5,42472602,Mon May 25 19:46:37 +0000 2009,8572,2930,0,1,1,1,7519,35459,0,0,0
demacondo,12403082,Fri Jan 18 15:09:40 +0000 2008,7288,2306,0,1,1,1,3714,20056,0,0,0
jayolstadtv,16527219,Tue Sep 30 13:05:19 +0000 2008,5762,4434,0,1,1,1,13041,29742,0,0,0
kenyonreview,169413838,Thu Jul 22 08:13:45 +0000 2010,47310,2264,0,1,1,1,8759,24303,0,0,0
editorswindler,221800898,Wed Dec 01 17:05:38 +0000 2010,5011,4236,0,1,1,1,4987,9769,0,0,0
cbpolis,1240034964,Sun Mar 03 23:12:17 +0000 2013,15775,4616,0,1,1,1,14320,19770,0,0,0
LatinoCommFdn,224810490,Thu Dec 09 22:48:48 +0000 2010,4413,1292,0,1,1,1,5093,7545,0,0,0
shanirigsbee,32137995,Thu Apr 16 20:21:41 +0000 2009,3192,229,0,1,1,1,2542,2547,0,0,0
dfbarron,21419070,Fri Feb 20 18:18:35 +0000 2009,9968,900,0,1,1,1,2545,17928,1,0,0
FraZaffarano,1198954656,Tue Feb 19 23:30:21 +0000 2013,4879,1481,0,1,1,1,5630,9339,1,0,0
MichaelBaumann,89553469,Thu Nov 12 22:05:19 +0000 2009,16309,569,0,1,1,1,115,60757,0,0,0
Lawrence,158426909,Tue Jun 22 17:22:48 +0000 2010,2545881,1006,0,1,1,1,36631,27361,0,0,0
belledejour_uk,46059944,Wed Jun 10 07:23:00 +0000 2009,34567,271,0,0,1,0,40855,6687,0,0,0
MarylandOnBTN,957710354,Mon Nov 19 15:59:27 +0000 2012,9415,116,0,1,1,1,80,8543,0,0,0
brianchoffman,3586271,Fri Apr 06 03:57:54 +0000 2007,17535,1817,0,1,1,1,14649,31639,0,0,0
ryanegorman,37825732,Tue May 05 01:49:56 +0000 2009,4717,701,0,1,1,1,85,16918,0,0,0
nickhedley,226891781,Wed Dec 15 10:27:39 +0000 2010,1410,2101,0,1,1,1,2404,6043,0,0,0
GregProops,25180501,Wed Mar 18 23:15:52 +0000 2009,140887,3052,0,1,1,1,21308,20044,0,0,0
RodeoGirlsMarv,1321785925,Tue Apr 02 05:01:25 +0000 2013,10478,1728,0,1,1,1,5545,3001,0,0,0
CF_Foundation,59526518,Thu Jul 23 17:17:20 +0000 2009,28742,2779,0,1,1,1,6258,16411,0,0,0
ucmerced,14858160,Wed May 21 16:12:17 +0000 2008,21049,478,0,1,1,1,6667,9094,0,0,0
The700Level,1565041,Tue Mar 20 00:22:12 +0000 2007,32216,2608,0,1,1,1,13098,45838,0,0,0
ShawnAccess,2975496784,Mon Jan 12 22:35:42 +0000 2015,480538,11473,0,0,1,0,2162,4243,1,0,0
nbcsandiego,15535860,Tue Jul 22 19:34:30 +0000 2008,236902,4330,0,1,1,1,6910,181383,0,0,0
ChrisBuryNews,246972341,Thu Feb 03 20:54:04 +0000 2011,2874,3184,0,1,1,1,3982,5003,1,0,0
RaymondTubbTV,1428034788,Tue May 14 14:52:24 +0000 2013,2081,2105,0,1,1,1,8537,19651,0,0,0
LawofTD,218195620,Sun Nov 21 17:53:41 +0000 2010,2514,1390,0,1,1,1,32581,45367,0,0,0
nagma_morarji,576348125,Thu May 10 16:00:24 +0000 2012,62205,237,0,1,1,1,7273,21503,0,0,0
ckmarie,16228326,Wed Sep 10 21:06:57 +0000 2008,9563,5044,0,1,1,1,4562,9791,0,0,0
maybealexislost,76854624,Thu Sep 24 04:23:55 +0000 2009,7761,479,0,1,1,1,2080,3427,0,0,0
tammylively,168848966,Tue Jul 20 23:14:18 +0000 2010,3600,3776,0,1,1,1,61159,29044,0,0,0
mikegatto,43458175,Sat May 30 02:00:01 +0000 2009,10841,871,0,1,1,1,1387,13154,0,0,0
MandaCurcio,177641630,Thu Aug 12 17:51:47 +0000 2010,1153,974,0,1,1,1,3466,3086,0,0,0
AmandaBecker,233985354,Tue Jan 04 15:47:24 +0000 2011,7995,1680,0,1,1,1,7879,32042,0,0,0
mariochristo,24598070,Sun Mar 15 22:24:52 +0000 2009,1671,683,0,1,1,1,287,2596,0,0,0
indeed,17781955,Mon Dec 01 16:13:20 +0000 2008,242131,1443,0,1,1,1,5327,9695,0,0,0
chet_layman,1009493154,Thu Dec 13 19:01:25 +0000 2012,687,563,0,1,1,1,1478,4650,0,0,0
ETMarkets,81083096,Fri Oct 09 11:06:54 +0000 2009,370647,187,0,0,1,0,334,175209,0,0,0
JimmyGeurts,344792152,Fri Jul 29 16:00:59 +0000 2011,1127,516,0,1,1,1,1999,12408,1,0,0
StevenWKoehn,461177967,Wed Jan 11 14:47:41 +0000 2012,543,184,0,1,1,1,8,6065,0,0,0
TommyIgoe,46034836,Wed Jun 10 04:15:58 +0000 2009,11304,482,0,1,1,1,7739,15271,1,0,0
HHHElections,329850172,Tue Jul 05 18:26:20 +0000 2011,2623,230,0,1,1,1,168,21288,1,0,0
realjimpiddock,307150216,Sun May 29 03:33:50 +0000 2011,71819,800,0,1,1,1,28263,4368,0,0,0
100scopenotes,20288618,Sat Feb 07 01:51:34 +0000 2009,20478,4175,0,1,1,1,25216,19603,0,0,0
EllisonCampaign,45895089,Tue Jun 09 17:53:24 +0000 2009,22506,5553,0,1,1,1,1072,4910,0,0,0
peoplefor,9715012,Fri Oct 26 17:14:21 +0000 2007,29509,5448,0,1,1,1,14633,26149,0,0,0
biloon,17793165,Mon Dec 01 23:43:55 +0000 2008,4980,1308,0,1,1,1,36182,15562,0,0,0
VoteCommey,882224900303409153,Tue Jul 04 13:09:41 +0000 2017,1003,791,0,1,1,1,3460,1275,1,0,0
LuckyCharms,1195054567,Mon Feb 18 21:59:46 +0000 2013,22939,491,0,0,1,0,7017,9272,0,0,0
SidCPsGriffin,56699180,Tue Jul 14 13:55:12 +0000 2009,4562,324,0,1,1,1,2297,21296,0,0,0
presstelegram,163633469,Tue Jul 06 22:41:41 +0000 2010,17511,616,0,1,1,1,139,86113,0,0,0
PaulJSweeney,83483361,Mon Oct 19 00:33:46 +0000 2009,12757,5113,0,1,1,1,49160,30579,0,0,0
SenatorTester,515822213,Mon Mar 05 20:13:29 +0000 2012,94489,999,0,1,1,1,297,4552,0,0,0
MikeBurnsInSC,185684899,Wed Sep 01 15:52:28 +0000 2010,4400,2442,0,1,1,1,4699,12801,1,0,0
brittanyhite,39407743,Tue May 12 02:12:40 +0000 2009,5467,920,0,1,1,1,837,6553,0,0,0
SimoneStolzoff,526630929,Fri Mar 16 17:47:13 +0000 2012,2200,804,0,1,1,1,7719,1723,1,0,0
KWestSavali,21471357,Sat Feb 21 08:08:08 +0000 2009,17621,1621,0,1,1,1,5429,20562,0,0,0
cxcope,130781387,Thu Apr 08 08:44:20 +0000 2010,14111,235,0,0,1,0,18974,4775,0,0,0
ShaziaAwan,149099047,Fri May 28 12:10:19 +0000 2010,11257,3778,0,1,1,1,27898,28228,0,0,0
wrightr,15549482,Wed Jul 23 00:50:55 +0000 2008,26225,1026,0,0,1,0,479,6802,0,0,0
carolduncan,20032587,Wed Feb 04 07:17:03 +0000 2009,15513,5769,0,1,1,1,33616,193810,0,0,0
pujamurgai,53832621,Sun Jul 05 04:01:27 +0000 2009,4038,1691,0,1,1,1,570,4301,0,0,0
sharonstone,1949906586,Wed Oct 09 19:30:10 +0000 2013,112709,965,0,0,1,0,9631,2456,1,0,0
Valeproffa,396088571,Sat Oct 22 18:38:02 +0000 2011,10092,1511,0,1,1,1,2790,4490,0,0,0
AndreaWNYC,20253808,Fri Feb 06 17:29:43 +0000 2009,18046,1852,0,1,1,1,2400,1296,0,0,0
RobersonForNV,278069320,Wed Apr 06 15:03:05 +0000 2011,6423,3933,0,1,1,1,1862,3760,0,0,0
MarkBowder,19134601,Sun Jan 18 03:21:35 +0000 2009,1107,493,0,1,1,1,5681,6112,0,0,0
NORML,16668573,Thu Oct 09 16:23:18 +0000 2008,284695,420,0,1,1,1,7942,19391,0,0,0
ChrisDeLuca,14357283,Fri Apr 11 01:46:41 +0000 2008,8793,909,0,1,1,1,29305,60674,0,0,0
mathewi,824157,Fri Mar 09 04:29:32 +0000 2007,87775,3869,0,1,1,1,118010,233547,0,0,0
villi,106463784,Tue Jan 19 17:00:07 +0000 2010,7158,245,0,1,1,1,13302,5745,0,0,0
EvanSernoffsky,156342363,Wed Jun 16 17:49:25 +0000 2010,6397,2462,0,1,1,1,2301,12349,0,0,0
AronWieder,48737907,Fri Jun 19 15:40:20 +0000 2009,2515,93,0,1,1,1,1,4381,0,0,0
VansWarpedTour,17503591,Thu Nov 20 03:36:43 +0000 2008,904015,174,0,0,1,0,7128,28679,0,0,0
LukeBarnett,384471964,Mon Oct 03 19:02:55 +0000 2011,5039,800,0,1,1,1,6752,11121,0,0,0
LoriSpechler,17758878,Sun Nov 30 18:05:31 +0000 2008,4322,998,0,1,1,1,4758,9055,1,0,0
PebblesBoston,18633689,Mon Jan 05 15:06:12 +0000 2009,19277,5009,0,1,1,1,9408,20656,0,0,0
jasonbnpr,135572710,Wed Apr 21 17:45:25 +0000 2010,3954,110,0,1,1,1,423,996,1,0,0
adepstein1,266251183,Mon Mar 14 23:03:10 +0000 2011,4559,2341,0,1,1,1,949,4582,1,0,0
juliannewelby,49773236,Mon Jun 22 21:31:27 +0000 2009,1032,576,0,1,1,1,1125,2035,0,0,0
WNBA,17159397,Tue Nov 04 16:04:48 +0000 2008,578351,2112,0,0,1,0,2385,61034,0,0,0
morguemami,3982004534,Thu Oct 22 16:38:49 +0000 2015,75441,301,0,1,1,1,5626,808,1,0,0
sciencequiche,15335123,Sun Jul 06 19:47:28 +0000 2008,8385,1525,0,1,1,1,14713,15195,0,0,0
fernandezpm,42923085,Wed May 27 16:55:26 +0000 2009,29970,1301,0,1,1,1,17820,112900,0,0,0
timmybicicleta,56818774,Tue Jul 14 21:15:38 +0000 2009,2009,2207,0,1,1,1,3428,13568,0,0,0
BrynnCarmanTV,2833303375,Fri Sep 26 21:18:53 +0000 2014,630,985,0,1,1,1,8425,4633,0,0,0
BelfastLive,2968140424,Thu Jan 08 16:52:38 +0000 2015,57361,489,0,1,1,1,4994,86091,0,0,0
LizKMPH,3250029818,Fri Jun 19 19:21:48 +0000 2015,2063,1645,0,1,1,1,5108,4141,0,0,0
TheRaDR,61802282,Fri Jul 31 15:58:03 +0000 2009,67725,775,0,0,1,0,66429,94854,0,0,0
davidsiders,14775998,Wed May 14 17:47:49 +0000 2008,18055,3420,0,0,1,0,597,9241,1,0,0
bradloncar,274233761,Wed Mar 30 00:20:45 +0000 2011,27574,297,0,1,1,1,20166,56153,0,0,0
The_Weed,17177145,Wed Nov 05 02:13:25 +0000 2008,8824,2029,0,1,1,1,4683,2577,1,0,0
NRA,21829541,Wed Feb 25 03:07:33 +0000 2009,760828,842,0,1,1,1,2582,17361,0,0,0
WhittierNews,19414861,Fri Jan 23 21:24:41 +0000 2009,10533,152,0,1,1,1,14,79951,0,0,0
davidiwanow,18958504,Tue Jan 13 23:29:52 +0000 2009,8042,266,0,1,1,1,101,124759,0,0,0
SOUNDCITYtv,35279836,Sat Apr 25 18:48:12 +0000 2009,581347,22,0,1,1,1,2515,47296,0,0,0
dorothyofisrael,24352352,Sat Mar 14 09:59:01 +0000 2009,14950,3992,0,1,1,1,33200,98637,0,0,0
_amita_,16458033,Thu Sep 25 21:11:33 +0000 2008,4200,5072,0,1,1,1,1571,3371,0,0,0
Soulspazm,30114946,Fri Apr 10 00:59:08 +0000 2009,157640,95492,0,1,1,1,19907,19232,0,0,0
CamronPR,74991475,Thu Sep 17 11:42:48 +0000 2009,14018,4671,0,1,1,1,6071,23723,0,0,0
BushraGohar,165326839,Sun Jul 11 07:12:49 +0000 2010,203161,510,0,1,1,1,1669,187892,0,0,0
j_smithcameron,1158306108,Thu Feb 07 21:28:00 +0000 2013,6043,2264,0,0,1,0,56921,27030,1,0,0
joshg_TV,236132475,Sun Jan 09 21:53:30 +0000 2011,4121,3232,0,1,1,1,15178,26111,0,0,0
Variety_Cynthia,115793956,Sat Feb 20 00:11:49 +0000 2010,15156,693,0,0,1,0,3641,13390,0,0,0
katiekings,93719349,Mon Nov 30 21:59:58 +0000 2009,5353,1291,0,1,1,1,2590,11521,0,0,0
DeNeenLBrown,67415806,Thu Aug 20 20:30:29 +0000 2009,3134,2296,0,0,1,0,7384,2600,0,0,0
AymanM,23588075,Tue Mar 10 13:00:00 +0000 2009,156928,5876,0,1,1,1,2122,10668,0,0,0
CjHo1mes,500000477,Wed Feb 22 18:06:39 +0000 2012,4233,585,0,1,1,1,30463,35606,0,0,0
tracydavidson,71546514,Fri Sep 04 14:23:26 +0000 2009,13614,4143,0,1,1,1,12165,24012,1,0,0
Annie_Andersen,19428464,Sat Jan 24 02:29:05 +0000 2009,18938,947,0,1,1,1,14,10568,0,0,0
PaulineHansonOz,1471232930,Fri May 31 03:29:36 +0000 2013,54411,290,0,1,1,1,2343,4286,0,0,0
AlexBerezow,605165417,Mon Jun 11 06:18:31 +0000 2012,2905,794,0,1,1,1,3565,154,0,0,0
RickiLake,15451591,Wed Jul 16 07:13:00 +0000 2008,249704,1699,0,1,1,1,9418,12481,0,0,0
Briannaehley,20336988,Sat Feb 07 22:12:51 +0000 2009,6363,3544,0,1,1,1,10054,11522,0,0,0
SophiaWSB,326947824,Thu Jun 30 19:05:45 +0000 2011,9741,1983,0,1,1,1,5925,16158,0,0,0
JordanSekulow,20686232,Thu Feb 12 15:37:02 +0000 2009,100691,9854,0,1,1,1,61,32017,0,0,0
jdubs88,58868322,Tue Jul 21 18:03:57 +0000 2009,8353,994,0,1,1,1,333,175029,0,0,0
kfor,14745059,Mon May 12 15:23:12 +0000 2008,88838,2192,0,1,1,1,4426,130566,0,0,0
jdesmondharris,26006398,Mon Mar 23 14:08:25 +0000 2009,19922,5707,0,0,1,0,29906,24694,0,0,0
smugera,144995994,Mon May 17 21:38:50 +0000 2010,4978,575,0,1,1,1,470,12324,1,0,0
djwallysparks,19891596,Mon Feb 02 03:39:36 +0000 2009,11559,400,0,1,1,1,9288,103161,0,0,0
JackKornfield,185408277,Tue Aug 31 22:42:15 +0000 2010,130762,446,0,0,1,0,6518,6559,0,0,0
SenTaylor,54635428,Tue Jul 07 18:34:44 +0000 2009,11132,925,0,1,1,1,1928,9285,0,0,0
Michelle4NM,368472546,Mon Sep 05 18:02:01 +0000 2011,13021,420,0,1,1,1,303,3541,0,0,0
slaby,29738618,Wed Apr 08 15:23:11 +0000 2009,8101,3331,0,1,1,1,379,2458,0,0,0
LauraSaltman,20487403,Tue Feb 10 02:45:00 +0000 2009,5977,1234,0,0,1,0,686,4822,0,0,0
MrKhalidS,565593851,Sat Apr 28 17:13:52 +0000 2012,1680,322,0,1,1,1,12825,25151,0,0,0
Eugene_Scott,315331161,Sat Jun 11 17:51:37 +0000 2011,50170,2925,0,1,1,1,61961,89217,0,0,0
AveryGWilks,781725127,Sun Aug 26 04:56:55 +0000 2012,7072,598,0,1,1,1,8688,32336,0,0,0
b_momani,951900990,Fri Nov 16 15:43:32 +0000 2012,12142,274,0,0,1,0,60797,38943,0,0,0
EthanolRFA,20456357,Mon Feb 09 18:53:12 +0000 2009,11555,807,0,1,1,1,1164,13950,0,0,0
providencecol,14701062,Thu May 08 14:48:09 +0000 2008,13542,945,0,1,1,1,7371,8156,0,0,0
kittenwithawhip,15682352,Thu Jul 31 23:24:24 +0000 2008,90137,14682,0,1,1,1,35769,59806,0,0,0
CevallosLaw,243629377,Thu Jan 27 13:30:58 +0000 2011,16897,1714,0,1,1,1,6280,4755,0,0,0
KevinGoldsmith,14232465,Thu Mar 27 03:27:16 +0000 2008,3055,1386,0,1,1,1,5728,12423,0,0,0
DecisionDeskHQ,918169628,Thu Nov 01 03:35:00 +0000 2012,78633,2194,0,1,1,1,723,14554,0,0,0
ChrisRBarron,107433523,Fri Jan 22 15:02:36 +0000 2010,35902,1119,0,1,1,1,20104,120682,0,0,0
apalmerdc,77032777,Thu Sep 24 20:18:35 +0000 2009,53790,1796,0,1,1,1,1357,8297,0,0,0
Latinegro,27564314,Mon Mar 30 02:26:28 +0000 2009,3222,2084,0,1,1,1,34676,86144,0,0,0
NinaDSchick,43081691,Thu May 28 09:56:17 +0000 2009,37108,4631,0,1,1,1,5386,15611,0,0,0
CesarChavezAZ,186655721,Sat Sep 04 01:23:19 +0000 2010,2344,2750,0,1,1,1,6738,1669,0,0,0
tomdelbeccaro,20215316,Fri Feb 06 03:48:38 +0000 2009,35345,24682,0,1,1,1,6188,8626,0,0,0
samgeall,15352439,Tue Jul 08 12:13:54 +0000 2008,5157,996,0,1,1,1,6440,15555,0,0,0
weddady,15253239,Fri Jun 27 08:57:04 +0000 2008,44667,1984,0,1,1,1,4789,128015,0,0,0
rosadona,17452463,Mon Nov 17 22:32:16 +0000 2008,12693,1234,0,1,1,1,62923,5666,0,0,0
jenniferthang,84769987,Sat Oct 24 04:57:31 +0000 2009,3500,1807,0,1,1,1,5146,8224,0,0,0
drkent,16075573,Mon Sep 01 02:47:04 +0000 2008,68241,19969,0,1,1,1,77721,103677,0,0,0
brianrayguitar,29770862,Wed Apr 08 17:40:07 +0000 2009,32378,11154,0,1,1,1,73287,56175,0,0,0
HeidiNBC,234186830,Wed Jan 05 01:32:51 +0000 2011,77166,1141,0,1,1,1,4037,13273,0,0,0
charynpfeuffer,63799454,Fri Aug 07 18:54:39 +0000 2009,12485,6370,0,1,1,1,18790,63852,0,0,0
LauraReports,626452321,Wed Jul 04 13:11:42 +0000 2012,2907,979,0,1,1,1,1164,5573,0,0,0
tatereeves,259341329,Tue Mar 01 17:27:58 +0000 2011,12607,1857,0,1,1,1,228,3605,0,0,0
breakfastclubam,222436278,Fri Dec 03 12:20:01 +0000 2010,612196,312,0,1,1,1,1249,66490,0,0,0
